Economy;Economy Code;ISO Code;Region;Income Group;Report Year;PENSION SCORE;Is the age at which men and women can retire with full pension benefits the same?;Score;Legal Basis;Is the age at which men and women can retire with partial pension benefits the same?;Score;Legal Basis;Is the mandatory retirement age for men and women the same?;Score;Legal Basis;Are periods of absence due to childcare accounted for in pension benefits?;Score;Legal Basis
Portugal;PRT;PRT;High income: OECD;High income;2004;100;Yes;1;Decree-Law No. 329/93, Art. 22;Yes;1;"Decree-Law No. 9/1999, Art. 1 (introducing changes to Art. 23 of Dec.329/1993); Decree-Law No. 329/1993, Art. 23 (with text changed by Decree-Law 9/1999)";Yes;1;No applicable provisions could be located;Yes;1;Decree-Law No. 329/93
Portugal;PRT;PRT;High income: OECD;High income;2005;100;Yes;1;Decree-Law No. 329/93, Art. 22;Yes;1;"Decree-Law No. 9/1999, Art. 1 (introducing changes to Art. 23 of Dec.329/1993); Decree-Law No. 329/1993, Art. 23 (with text changed by Decree-Law 9/1999)";Yes;1;No applicable provisions could be located;Yes;1;Decree-Law No. 329/93
Portugal;PRT;PRT;High income: OECD;High income;2006;100;Yes;1;Decree-Law No. 329/93, Art. 22;Yes;1;"Decree-Law No. 9/1999, Art. 1 (introducing changes to Art. 23 of Dec.329/1993); Decree-Law No. 329/1993, Art. 23 (with text changed by Decree-Law 9/1999)";Yes;1;No applicable provisions could be located;Yes;1;Decree-Law No. 329/93
Portugal;PRT;PRT;High income: OECD;High income;2007;100;Yes;1;Decree-Law No. 329/93, Art. 22;Yes;1;"Decree-Law No. 9/1999, Art. 1 (introducing changes to Art. 23 of Dec.329/1993); Decree-Law No. 329/1993, Art. 23 (with text changed by Decree-Law 9/1999)";Yes;1;No applicable provisions could be located;Yes;1;Decree-Law No. 329/93
Portugal;PRT;PRT;High income: OECD;High income;2008;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree-Law No. 329/93
Portugal;PRT;PRT;High income: OECD;High income;2009;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree-Law No. 329/93
Portugal;PRT;PRT;High income: OECD;High income;2010;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2011;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2012;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2013;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2014;100;Yes;1;Decree-Law No. 187/2007, Art. 20;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2015;100;Yes;1;Decree-Law No. 167-E / 2013;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2016;100;Yes;1;Ordinance No. 277/2014, Art. 1;Yes;1;Decree Law No. 187/2007, Art. 21;Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2017;100;Yes;1;Ordinance No. 67/2016, Art. 1;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2018;100;Yes;1;Ordinance No. 99/2017, Art. 1;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2019;100;Yes;1;Ordinance No. 25/2018, Art. 1;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2020;100;Yes;1;Ordinance No. 50/2019;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2021;100;Yes;1;Ordinance No. 30/2020, Art. 1;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2022;100;Yes;1;Ordinance No. 30/2020, Art. 1;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Portugal;PRT;PRT;High income: OECD;High income;2023;100;Yes;1;Ordinance No. 53/2021, Art. 1;Yes;1;"Decree-Law No. 10/2016, Arts. 1 and 3; Decree-Law No. 8/2015, Art. 4";Yes;1;No applicable provisions could be located;Yes;1;Decree Law No. 91, Art. 22
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1971;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1972;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1973;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1974;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1975;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1976;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1977;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1978;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1979;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1980;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1981;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1982;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1983;75;Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1984;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1985;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1986;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1987;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1988;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1989;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1990;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1991;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1992;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1993;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1994;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;Social Security Act of 14 August 1935, Sec. 202(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1995;75;Yes;1;"Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a); 42 United States Code (1994 version), Sec. 416(L)";Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1996;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1997;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1998;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;1999;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2000;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2001;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2002;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2003;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2004;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2005;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2006;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2007;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2008;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2009;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2010;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2011;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2012;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2013;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2014;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2015;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2016;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2017;75;Yes;1;Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a);Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2018;75;Yes;1;"42 United States Code (2017 version), Sec. 416(L); Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a)";Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2019;75;Yes;1;"42 United States Code (2017 version), Sec. 416(L); Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a)";Yes;1;42 United States Code, Sec. 416(l);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2020;75;Yes;1;"42 United States Code (2019 version), Sec. 416(L); Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a)";Yes;1;"26 Code of Federal Regulations, Sec. 1.401(a)-1(b)(2); 42 United States Code, Sec. 416(l)";Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2021;75;Yes;1;"42 United States Code (2019 version), Sec. 416(L); Social Security Amendments of 20 April 1983 (Public Law 98-21), Sec. 201(a)";Yes;1;"26 Code of Federal Regulations, Sec. 1.401(a)-1(b)(2); 42 United States Code, Sec. 416(l)";Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2022;75;Yes;1;42 United States Code, Sec. 416(L);Yes;1;42 United States Code, Sec. 42(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Puerto Rico;PRI;PRI;Latin America & Caribbean;High income;2023;75;Yes;1;U.S. Code Title 42 The Public Health and Welfare, Sec. 416(L);Yes;1;U.S. Code Title 42 The Public Health and Welfare, Sec. 42(a);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1971;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1972;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1973;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1974;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1975;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1976;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1977;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1978;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1979;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1980;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1981;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1982;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1983;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1984;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1985;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1986;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1987;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1988;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1989;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1990;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1991;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1992;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1993;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1994;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1995;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1996;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1997;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1998;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;1999;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2000;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2001;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2002;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2003;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2004;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2005;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2006;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2007;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2008;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2009;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2010;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2011;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Qatar;QAT;QAT;Middle East & North Africa;High income;2012;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
